"Plot Title: 1140-3-1_SW1_LVL_10744837"
"#","Date Time, GMT-04:00","Abs Pres, psi (LGR S/N: 10744837, SEN S/N: 10744837, LBL: psi)","Temp, °F (LGR S/N: 10744837, SEN S/N: 10744837, LBL: F)","Coupler Detached (LGR S/N: 10744837)","Coupler Attached (LGR S/N: 10744837)","Host Connected (LGR S/N: 10744837)","Stopped (LGR S/N: 10744837)","End Of File (LGR S/N: 10744837)"
58,03/11/25 03:00:00 AM,14.5624,30.403,,,,,
59,03/11/25 03:15:00 AM,14.5634,30.198,,,,,
60,03/11/25 03:30:00 AM,14.5622,29.790,,,,,
61,03/11/25 03:45:00 AM,14.5608,29.790,,,,,
62,03/11/25 04:00:00 AM,14.5558,29.586,,,,,
63,03/11/25 04:15:00 AM,14.5553,29.379,,,,,
64,03/11/25 04:30:00 AM,14.5547,29.174,,,,,
65,03/11/25 04:45:00 AM,14.5502,29.174,,,,,
66,03/11/25 05:00:00 AM,14.5512,28.969,,,,,
67,03/11/25 05:15:00 AM,14.5537,28.762,,,,,
68,03/11/25 05:30:00 AM,14.5551,28.762,,,,,
69,03/11/25 05:45:00 AM,14.5545,28.555,,,,,
70,03/11/25 06:00:00 AM,14.5574,28.555,,,,,
71,03/11/25 06:15:00 AM,14.5628,28.346,,,,,
72,03/11/25 06:30:00 AM,14.5658,28.346,,,,,
73,03/11/25 06:45:00 AM,14.5667,28.139,,,,,
74,03/11/25 07:00:00 AM,14.5732,28.346,,,,,
75,03/11/25 07:15:00 AM,14.5754,29.174,,,,,
76,03/11/25 07:30:00 AM,14.5756,29.790,,,,,
77,03/11/25 07:45:00 AM,14.5741,29.790,,,,,
78,03/11/25 08:00:00 AM,14.5767,30.198,,,,,
79,03/11/25 08:15:00 AM,14.5788,31.012,,,,,
80,03/11/25 08:30:00 AM,14.5788,32.617,,,,,
81,03/11/25 08:45:00 AM,14.5818,35.951,,,,,
82,03/11/25 09:00:00 AM,14.5878,41.810,,,,,
83,03/11/25 09:15:00 AM,14.5914,47.266,,,,,
84,03/11/25 09:30:00 AM,14.5928,51.346,,,,,
85,03/11/25 09:45:00 AM,14.5911,54.322,,,,,
86,03/11/25 10:00:00 AM,14.5899,56.923,,,,,
87,03/11/25 10:15:00 AM,14.5892,58.647,,,,,
88,03/11/25 10:30:00 AM,14.5838,59.337,,,,,
89,03/11/25 10:45:00 AM,14.5804,59.164,,,,,
90,03/11/25 11:00:00 AM,14.5782,58.476,,,,,
91,03/11/25 11:15:00 AM,14.5814,60.024,,,,,
92,03/11/25 11:30:00 AM,14.5817,64.481,,,,,
93,03/11/25 11:45:00 AM,14.5792,67.050,,,,,
94,03/11/25 12:00:00 PM,14.5764,69.964,,,,,
95,03/11/25 12:15:00 PM,14.5756,72.545,,,,,
96,03/11/25 12:30:00 PM,14.5728,74.964,,,,,
97,03/11/25 12:45:00 PM,14.5656,76.876,,,,,
98,03/11/25 01:00:00 PM,14.5635,78.098,,,,,
99,03/11/25 01:15:00 PM,14.5616,79.326,,,,,
100,03/11/25 01:30:00 PM,14.5576,80.382,,,,,
101,03/11/25 01:45:00 PM,14.5599,81.090,,,,,
102,03/11/25 02:00:00 PM,14.5506,81.442,,,,,
103,03/11/25 02:15:00 PM,14.5448,81.975,,,,,
104,03/11/25 02:30:00 PM,14.5434,81.975,,,,,
105,03/11/25 02:45:00 PM,14.5377,81.621,,,,,
106,03/11/25 03:00:00 PM,14.5242,77.923,,,,,
107,03/11/25 03:15:00 PM,14.5238,74.098,,,,,
108,03/11/25 03:30:00 PM,14.5181,73.234,,,,,
109,03/11/25 03:45:00 PM,14.5152,71.856,,,,,
110,03/11/25 04:00:00 PM,14.5148,72.199,,,,,
111,03/11/25 04:15:00 PM,14.5138,71.856,,,,,
112,03/11/25 04:30:00 PM,14.5136,71.339,,,,,
113,03/11/25 04:45:00 PM,14.5062,69.449,,,,,
114,03/11/25 05:00:00 PM,14.5045,68.421,,,,,
115,03/11/25 05:15:00 PM,14.5097,69.622,,,,,
116,03/11/25 05:30:00 PM,14.5087,69.793,,,,,
117,03/11/25 05:45:00 PM,14.5055,68.763,,,,,
118,03/11/25 06:00:00 PM,14.5068,67.735,,,,,
119,03/11/25 06:15:00 PM,14.5009,65.338,,,,,
120,03/11/25 06:30:00 PM,14.5064,62.769,,,,,
121,03/11/25 06:45:00 PM,14.5100,60.024,,,,,
122,03/11/25 07:00:00 PM,14.5093,57.785,,,,,
123,03/11/25 07:15:00 PM,14.5100,55.537,,,,,
124,03/11/25 07:30:00 PM,14.5102,52.576,,,,,
125,03/11/25 07:45:00 PM,14.5125,51.346,,,,,
126,03/11/25 08:00:00 PM,14.5115,49.937,,,,,
127,03/11/25 08:15:00 PM,14.5168,50.290,,,,,
128,03/11/25 08:30:00 PM,14.5199,50.290,,,,,
129,03/11/25 08:45:00 PM,14.5174,50.466,,,,,
130,03/11/25 09:00:00 PM,14.5223,50.643,,,,,
131,03/11/25 09:15:00 PM,14.5228,50.290,,,,,
132,03/11/25 09:30:00 PM,14.5242,49.228,,,,,
133,03/11/25 09:45:00 PM,14.5264,46.908,,,,,
134,03/11/25 10:00:00 PM,14.5267,44.922,,,,,
135,03/11/25 10:15:00 PM,14.5276,43.099,,,,,
136,03/11/25 10:30:00 PM,14.5293,41.625,,,,,
137,03/11/25 10:45:00 PM,14.5312,40.696,,,,,
138,03/11/25 11:00:00 PM,14.5341,40.134,,,,,
139,03/11/25 11:15:00 PM,14.5350,39.384,,,,,
140,03/11/25 11:30:00 PM,14.5364,38.818,,,,,
141,03/11/25 11:45:00 PM,14.5373,38.061,,,,,
142,03/12/25 12:00:00 AM,14.5400,37.488,,,,,
143,03/12/25 12:15:00 AM,14.5421,37.107,,,,,
144,03/12/25 12:30:00 AM,14.5558,36.723,,,,,
145,03/12/25 12:45:00 AM,14.5592,39.007,,,,,
146,03/12/25 01:00:00 AM,14.5542,39.384,,,,,
147,03/12/25 01:15:00 AM,14.5537,39.196,,,,,
148,03/12/25 01:30:00 AM,14.5580,38.629,,,,,
149,03/12/25 01:45:00 AM,14.5614,37.679,,,,,
150,03/12/25 02:00:00 AM,14.5643,37.107,,,,,
151,03/12/25 02:15:00 AM,14.5648,37.870,,,,,
152,03/12/25 02:30:00 AM,14.5702,40.881,,,,,
153,03/12/25 02:45:00 AM,14.5701,42.915,,,,,
154,03/12/25 03:00:00 AM,14.5696,43.831,,,,,
155,03/12/25 03:15:00 AM,14.5741,44.379,,,,,
156,03/12/25 03:30:00 AM,14.5747,44.560,,,,,
157,03/12/25 03:45:00 AM,14.5772,44.379,,,,,
158,03/12/25 04:00:00 AM,14.5766,44.195,,,,,
159,03/12/25 04:15:00 AM,14.5756,43.282,,,,,
160,03/12/25 04:30:00 AM,14.5780,43.099,,,,,
161,03/12/25 04:45:00 AM,14.5825,43.648,,,,,
162,03/12/25 05:00:00 AM,14.5846,43.831,,,,,
163,03/12/25 05:15:00 AM,14.5899,43.648,,,,,
164,03/12/25 05:30:00 AM,14.5928,43.648,,,,,
165,03/12/25 05:45:00 AM,14.5998,43.466,,,,,
166,03/12/25 06:00:00 AM,14.6047,43.099,,,,,
167,03/12/25 06:15:00 AM,14.6115,42.915,,,,,
168,03/12/25 06:30:00 AM,14.6136,42.548,,,,,
169,03/12/25 06:45:00 AM,14.6143,41.254,,,,,
170,03/12/25 07:00:00 AM,14.6157,41.254,,,,,
171,03/12/25 07:15:00 AM,14.6188,41.254,,,,,
172,03/12/25 07:30:00 AM,14.6198,41.067,,,,,
173,03/12/25 07:45:00 AM,14.6262,41.254,,,,,
174,03/12/25 08:00:00 AM,14.6282,41.994,,,,,
175,03/12/25 08:15:00 AM,14.6318,42.732,,,,,
176,03/12/25 08:30:00 AM,14.6334,43.831,,,,,
177,03/12/25 08:45:00 AM,14.6401,45.104,,,,,
178,03/12/25 09:00:00 AM,14.6427,46.548,,,,,
179,03/12/25 09:15:00 AM,14.6469,47.982,,,,,
180,03/12/25 09:30:00 AM,14.6475,48.695,,,,,
181,03/12/25 09:45:00 AM,14.6497,50.466,,,,,
182,03/12/25 10:00:00 AM,14.6549,52.750,,,,,
183,03/12/25 10:15:00 AM,14.6545,53.623,,,,,
184,03/12/25 10:30:00 AM,14.6581,54.322,,,,,
185,03/12/25 10:45:00 AM,14.6582,55.364,,,,,
186,03/12/25 11:00:00 AM,14.6572,56.057,,,,,
187,03/12/25 11:15:00 AM,14.6598,56.923,,,,,
188,03/12/25 11:30:00 AM,14.6629,60.368,,,,,
189,03/12/25 11:45:00 AM,14.6619,62.940,,,,,
190,03/12/25 12:00:00 PM,14.6591,64.481,,,,,
191,03/12/25 12:15:00 PM,14.6575,66.366,,,,,
192,03/12/25 12:30:00 PM,14.6572,67.221,,,,,
193,03/12/25 12:45:00 PM,14.6581,68.934,,,,,
194,03/12/25 01:00:00 PM,14.6558,69.622,,,,,
195,03/12/25 01:15:00 PM,14.6507,70.824,,,,,
196,03/12/25 01:30:00 PM,14.6477,70.824,,,,,
197,03/12/25 01:45:00 PM,14.6487,72.545,,,,,
198,03/12/25 02:00:00 PM,14.6443,74.446,,,,,
199,03/12/25 02:15:00 PM,14.6385,74.964,,,,,
200,03/12/25 02:30:00 PM,14.6374,74.619,,,,,
201,03/12/25 02:45:00 PM,14.6337,75.312,,,,,
202,03/12/25 03:00:00 PM,14.6269,72.718,,,,,
203,03/12/25 03:15:00 PM,14.6215,69.622,,,,,
204,03/12/25 03:30:00 PM,14.6172,68.248,,,,,
205,03/12/25 03:45:00 PM,14.6160,67.392,,,,,
206,03/12/25 04:00:00 PM,14.6150,67.564,,,,,
207,03/12/25 04:15:00 PM,14.6126,67.221,,,,,
208,03/12/25 04:30:00 PM,14.6083,66.366,,,,,
209,03/12/25 04:45:00 PM,14.6066,64.825,,,,,
210,03/12/25 05:00:00 PM,14.6108,63.797,,,,,
211,03/12/25 05:15:00 PM,14.6124,64.310,,,,,
212,03/12/25 05:30:00 PM,14.6123,63.797,,,,,
213,03/12/25 05:45:00 PM,14.6165,62.254,,,,,
214,03/12/25 06:00:00 PM,14.6143,60.539,,,,,
215,03/12/25 06:15:00 PM,14.6189,58.131,,,,,
216,03/12/25 06:30:00 PM,14.6199,55.537,,,,,
217,03/12/25 06:45:00 PM,14.6266,53.274,,,,,
218,03/12/25 07:00:00 PM,14.6260,51.523,,,,,
219,03/12/25 07:15:00 PM,14.6273,49.937,,,,,
220,03/12/25 07:30:00 PM,14.6305,48.517,,,,,
221,03/12/25 07:45:00 PM,14.6324,47.624,,,,,
222,03/12/25 08:00:00 PM,14.6378,46.908,,,,,
223,03/12/25 08:15:00 PM,14.6372,46.188,,,,,
224,03/12/25 08:30:00 PM,14.6426,45.466,,,,,
225,03/12/25 08:45:00 PM,14.6455,44.922,,,,,
226,03/12/25 09:00:00 PM,14.6484,44.379,,,,,
227,03/12/25 09:15:00 PM,14.6513,43.831,,,,,
228,03/12/25 09:30:00 PM,14.6542,43.282,,,,,
229,03/12/25 09:45:00 PM,14.6577,42.915,,,,,
230,03/12/25 10:00:00 PM,14.6600,42.732,,,,,
231,03/12/25 10:15:00 PM,14.6569,42.179,,,,,
232,03/12/25 10:30:00 PM,14.6590,41.810,,,,,
233,03/12/25 10:45:00 PM,14.6564,41.439,,,,,
234,03/12/25 11:00:00 PM,14.6559,41.254,,,,,
235,03/12/25 11:15:00 PM,14.6584,41.067,,,,,
236,03/12/25 11:30:00 PM,14.6607,40.881,,,,,
237,03/12/25 11:45:00 PM,14.6632,40.696,,,,,
238,03/13/25 12:00:00 AM,14.6627,40.509,,,,,
239,03/13/25 12:15:00 AM,14.6636,40.321,,,,,
240,03/13/25 12:30:00 AM,14.6632,40.134,,,,,
241,03/13/25 12:45:00 AM,14.6636,39.760,,,,,
242,03/13/25 01:00:00 AM,14.6620,39.760,,,,,
243,03/13/25 01:15:00 AM,14.6630,39.573,,,,,
244,03/13/25 01:30:00 AM,14.6620,39.196,,,,,
245,03/13/25 01:45:00 AM,14.6635,39.196,,,,,
246,03/13/25 02:00:00 AM,14.6620,39.196,,,,,
247,03/13/25 02:15:00 AM,14.6614,39.007,,,,,
248,03/13/25 02:30:00 AM,14.6600,39.007,,,,,
249,03/13/25 02:45:00 AM,14.6608,38.818,,,,,
250,03/13/25 03:00:00 AM,14.6555,38.440,,,,,
251,03/13/25 03:15:00 AM,14.6574,38.061,,,,,
252,03/13/25 03:30:00 AM,14.6568,37.870,,,,,
253,03/13/25 03:45:00 AM,14.6527,37.488,,,,,
254,03/13/25 04:00:00 AM,14.6533,37.679,,,,,
255,03/13/25 04:15:00 AM,14.6553,37.870,,,,,
256,03/13/25 04:30:00 AM,14.6578,37.679,,,,,
257,03/13/25 04:45:00 AM,14.6587,37.488,,,,,
258,03/13/25 05:00:00 AM,14.6578,37.679,,,,,
259,03/13/25 05:15:00 AM,14.6582,37.870,,,,,
260,03/13/25 05:30:00 AM,14.6543,38.061,,,,,
261,03/13/25 05:45:00 AM,14.6588,38.061,,,,,
262,03/13/25 06:00:00 AM,14.6633,38.061,,,,,
263,03/13/25 06:15:00 AM,14.6633,38.061,,,,,
264,03/13/25 06:30:00 AM,14.6677,38.061,,,,,
265,03/13/25 06:45:00 AM,14.6677,38.061,,,,,
266,03/13/25 07:00:00 AM,14.6672,37.870,,,,,
267,03/13/25 07:15:00 AM,14.6687,37.870,,,,,
268,03/13/25 07:30:00 AM,14.6711,37.679,,,,,
269,03/13/25 07:45:00 AM,14.6732,37.870,,,,,
270,03/13/25 08:00:00 AM,14.6777,38.440,,,,,
271,03/13/25 08:15:00 AM,14.6743,39.384,,,,,
272,03/13/25 08:30:00 AM,14.6755,40.321,,,,,
273,03/13/25 08:45:00 AM,14.6787,41.439,,,,,
274,03/13/25 09:00:00 AM,14.6809,42.732,,,,,
275,03/13/25 09:15:00 AM,14.6800,44.013,,,,,
276,03/13/25 09:30:00 AM,14.6816,45.104,,,,,
277,03/13/25 09:45:00 AM,14.6813,46.548,,,,,
278,03/13/25 10:00:00 AM,14.6830,47.624,,,,,
279,03/13/25 10:15:00 AM,14.6832,48.695,,,,,
280,03/13/25 10:30:00 AM,14.6877,49.759,,,,,
281,03/13/25 10:45:00 AM,14.6887,50.113,,,,,
282,03/13/25 11:00:00 AM,14.6874,51.172,,,,,
283,03/13/25 11:15:00 AM,14.6896,52.401,,,,,
284,03/13/25 11:30:00 AM,14.6907,54.322,,,,,
285,03/13/25 11:45:00 AM,14.6920,56.750,,,,,
286,03/13/25 12:00:00 PM,14.6904,58.647,,,,,
287,03/13/25 12:15:00 PM,14.6904,62.083,,,,,
288,03/13/25 12:30:00 PM,14.6886,65.338,,,,,
289,03/13/25 12:45:00 PM,14.6910,67.050,,,,,
290,03/13/25 01:00:00 PM,14.6945,69.107,,,,,
291,03/13/25 01:15:00 PM,14.6951,71.168,,,,,
292,03/13/25 01:30:00 PM,14.6944,72.372,,,,,
293,03/13/25 01:45:00 PM,14.6896,72.718,,,,,
294,03/13/25 02:00:00 PM,14.6851,72.718,,,,,
295,03/13/25 02:15:00 PM,14.6861,73.062,,,,,
296,03/13/25 02:30:00 PM,14.6826,72.891,,,,,
297,03/13/25 02:45:00 PM,14.6775,70.824,,,,,
298,03/13/25 03:00:00 PM,14.6703,67.564,,,,,
299,03/13/25 03:15:00 PM,14.6691,64.825,,,,,
300,03/13/25 03:30:00 PM,14.6685,64.139,,,,,
301,03/13/25 03:45:00 PM,14.6652,62.598,,,,,
302,03/13/25 04:00:00 PM,14.6632,61.912,,,,,
303,03/13/25 04:15:00 PM,14.6636,62.083,,,,,
304,03/13/25 04:30:00 PM,14.6636,61.569,,,,,
305,03/13/25 04:45:00 PM,14.6668,60.195,,,,,
306,03/13/25 05:00:00 PM,14.6691,58.993,,,,,
307,03/13/25 05:15:00 PM,14.6685,58.820,,,,,
308,03/13/25 05:30:00 PM,14.6706,58.476,,,,,
309,03/13/25 05:45:00 PM,14.6698,57.268,,,,,
310,03/13/25 06:00:00 PM,14.6677,55.537,,,,,
311,03/13/25 06:15:00 PM,14.6690,53.973,,,,,
312,03/13/25 06:30:00 PM,14.6713,52.750,,,,,
313,03/13/25 06:45:00 PM,14.6730,51.346,,,,,
314,03/13/25 07:00:00 PM,14.6793,49.937,,,,,
315,03/13/25 07:15:00 PM,14.6767,49.050,,,,,
316,03/13/25 07:30:00 PM,14.6816,48.160,,,,,
317,03/13/25 07:45:00 PM,14.6814,47.624,,,,,
318,03/13/25 08:00:00 PM,14.6859,47.088,,,,,
319,03/13/25 08:15:00 PM,14.6893,46.728,,,,,
320,03/13/25 08:30:00 PM,14.6932,46.548,,,,,
321,03/13/25 08:45:00 PM,14.6952,46.188,,,,,
322,03/13/25 09:00:00 PM,14.6957,45.828,,,,,
323,03/13/25 09:15:00 PM,14.7010,45.648,,,,,
324,03/13/25 09:30:00 PM,14.7035,45.466,,,,,
325,03/13/25 09:45:00 PM,14.7045,45.286,,,,,
326,03/13/25 10:00:00 PM,14.7054,45.104,,,,,
327,03/13/25 10:15:00 PM,14.7049,44.922,,,,,
328,03/13/25 10:30:00 PM,14.7044,44.742,,,,,
329,03/13/25 10:45:00 PM,14.7044,44.742,,,,,
330,03/13/25 11:00:00 PM,14.7009,44.560,,,,,
331,03/13/25 11:15:00 PM,14.7033,44.379,,,,,
332,03/13/25 11:30:00 PM,14.7019,44.379,,,,,
333,03/13/25 11:45:00 PM,14.6984,44.195,,,,,
334,03/14/25 12:00:00 AM,14.6984,44.195,,,,,
335,03/14/25 12:15:00 AM,14.6984,44.195,,,,,
336,03/14/25 12:30:00 AM,14.6978,44.013,,,,,
337,03/14/25 12:45:00 AM,14.6993,44.013,,,,,
338,03/14/25 01:00:00 AM,14.6993,44.013,,,,,
339,03/14/25 01:15:00 AM,14.7007,44.013,,,,,
340,03/14/25 01:30:00 AM,14.6988,43.831,,,,,
341,03/14/25 01:45:00 AM,14.6973,43.831,,,,,
342,03/14/25 02:00:00 AM,14.6997,43.648,,,,,
343,03/14/25 02:15:00 AM,14.7042,43.648,,,,,
344,03/14/25 02:30:00 AM,14.7007,43.466,,,,,
345,03/14/25 02:45:00 AM,14.6977,43.466,,,,,
346,03/14/25 03:00:00 AM,14.6993,43.466,,,,,
347,03/14/25 03:15:00 AM,14.6993,43.466,,,,,
348,03/14/25 03:30:00 AM,14.7002,43.282,,,,,
349,03/14/25 03:45:00 AM,14.7002,43.282,,,,,
350,03/14/25 04:00:00 AM,14.7018,43.282,,,,,
351,03/14/25 04:15:00 AM,14.7002,43.282,,,,,
352,03/14/25 04:30:00 AM,14.7018,43.282,,,,,
353,03/14/25 04:45:00 AM,14.7012,43.099,,,,,
354,03/14/25 05:00:00 AM,14.7041,43.099,,,,,
355,03/14/25 05:15:00 AM,14.7051,42.915,,,,,
356,03/14/25 05:30:00 AM,14.7110,42.915,,,,,
357,03/14/25 05:45:00 AM,14.7135,42.732,,,,,
358,03/14/25 06:00:00 AM,14.7149,42.732,,,,,
359,03/14/25 06:15:00 AM,14.7180,42.732,,,,,
360,03/14/25 06:30:00 AM,14.7180,42.732,,,,,
361,03/14/25 06:45:00 AM,14.7219,42.548,,,,,
362,03/14/25 07:00:00 AM,14.7234,42.548,,,,,
363,03/14/25 07:15:00 AM,14.7254,42.732,,,,,
364,03/14/25 07:30:00 AM,14.7254,42.732,,,,,
365,03/14/25 07:45:00 AM,14.7274,42.915,,,,,
366,03/14/25 08:00:00 AM,14.7299,43.282,,,,,
367,03/14/25 08:15:00 AM,14.7325,43.648,,,,,
368,03/14/25 08:30:00 AM,14.7364,44.013,,,,,
369,03/14/25 08:45:00 AM,14.7351,44.560,,,,,
370,03/14/25 09:00:00 AM,14.7400,45.286,,,,,
371,03/14/25 09:15:00 AM,14.7408,46.008,,,,,
372,03/14/25 09:30:00 AM,14.7432,46.908,,,,,
373,03/14/25 09:45:00 AM,14.7469,47.624,,,,,
374,03/14/25 10:00:00 AM,14.7450,48.517,,,,,
375,03/14/25 10:15:00 AM,14.7427,49.228,,,,,
376,03/14/25 10:30:00 AM,14.7457,50.290,,,,,
377,03/14/25 10:45:00 AM,14.7448,50.995,,,,,
378,03/14/25 11:00:00 AM,14.7450,52.050,,,,,
379,03/14/25 11:15:00 AM,14.7441,53.274,,,,,
380,03/14/25 11:30:00 AM,14.7466,56.057,,,,,
381,03/14/25 11:45:00 AM,14.7482,60.024,,,,,
382,03/14/25 12:00:00 PM,14.7496,62.425,,,,,
383,03/14/25 12:15:00 PM,14.7537,65.167,,,,,
384,03/14/25 12:30:00 PM,14.7490,66.537,,,,,
385,03/14/25 12:45:00 PM,14.7458,67.906,,,,,
386,03/14/25 01:00:00 PM,14.7442,69.278,,,,,
387,03/14/25 01:15:00 PM,14.7411,70.651,,,,,
388,03/14/25 01:30:00 PM,14.7415,71.683,,,,,
389,03/14/25 01:45:00 PM,14.7412,72.545,,,,,
390,03/14/25 02:00:00 PM,14.7395,73.407,,,,,
391,03/14/25 02:15:00 PM,14.7341,73.580,,,,,
392,03/14/25 02:30:00 PM,14.7322,73.926,,,,,
393,03/14/25 02:45:00 PM,14.7242,73.753,,,,,
394,03/14/25 03:00:00 PM,14.7161,70.308,,,,,
395,03/14/25 03:15:00 PM,14.7171,68.248,,,,,
396,03/14/25 03:30:00 PM,14.7118,67.050,,,,,
397,03/14/25 03:45:00 PM,14.7086,66.022,,,,,
398,03/14/25 04:00:00 PM,14.7061,65.680,,,,,
399,03/14/25 04:15:00 PM,14.7071,66.022,,,,,
400,03/14/25 04:30:00 PM,14.7086,66.022,,,,,
401,03/14/25 04:45:00 PM,14.7009,64.481,,,,,
402,03/14/25 05:00:00 PM,14.7002,63.797,,,,,
403,03/14/25 05:15:00 PM,14.7023,64.481,,,,,
404,03/14/25 05:30:00 PM,14.7000,65.167,,,,,
405,03/14/25 05:45:00 PM,14.6978,64.481,,,,,
406,03/14/25 06:00:00 PM,14.6951,63.111,,,,,
407,03/14/25 06:15:00 PM,14.6964,61.569,,,,,
408,03/14/25 06:30:00 PM,14.6959,59.508,,,,,
409,03/14/25 06:45:00 PM,14.7002,57.958,,,,,
410,03/14/25 07:00:00 PM,14.7029,55.884,,,,,
411,03/14/25 07:15:00 PM,14.7065,54.147,,,,,
412,03/14/25 07:30:00 PM,14.7074,52.925,,,,,
413,03/14/25 07:45:00 PM,14.7068,51.699,,,,,
414,03/14/25 08:00:00 PM,14.7067,50.643,,,,,
415,03/14/25 08:15:00 PM,14.7086,49.759,,,,,
416,03/14/25 08:30:00 PM,14.7119,48.871,,,,,
417,03/14/25 08:45:00 PM,14.7132,48.339,,,,,
418,03/14/25 09:00:00 PM,14.7142,47.624,,,,,
419,03/14/25 09:15:00 PM,14.7165,46.908,,,,,
420,03/14/25 09:30:00 PM,14.7189,46.188,,,,,
421,03/14/25 09:45:00 PM,14.7168,45.466,,,,,
422,03/14/25 10:00:00 PM,14.7168,45.466,,,,,
423,03/14/25 10:15:00 PM,14.7158,45.648,,,,,
424,03/14/25 10:30:00 PM,14.7164,45.828,,,,,
425,03/14/25 10:45:00 PM,14.7178,45.828,,,,,
426,03/14/25 11:00:00 PM,14.7178,45.828,,,,,
427,03/14/25 11:15:00 PM,14.7170,46.008,,,,,
428,03/14/25 11:30:00 PM,14.7164,45.828,,,,,
429,03/14/25 11:45:00 PM,14.7144,45.648,,,,,
430,03/15/25 12:00:00 AM,14.7123,45.466,,,,,
431,03/15/25 12:15:00 AM,14.7105,45.286,,,,,
432,03/15/25 12:30:00 AM,14.7113,45.104,,,,,
433,03/15/25 12:45:00 AM,14.7109,44.922,,,,,
434,03/15/25 01:00:00 AM,14.7103,44.742,,,,,
435,03/15/25 01:15:00 AM,14.7097,44.560,,,,,
436,03/15/25 01:30:00 AM,14.7054,44.560,,,,,
437,03/15/25 01:45:00 AM,14.7048,44.379,,,,,
