"Plot Title: 1140-3-2_OW2_LVL_10719655"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 10719655, SEN S/N: 10719655, LBL: PSI)","Temp, °F (LGR S/N: 10719655, SEN S/N: 10719655, LBL: F)","Coupler Detached (LGR S/N: 10719655)","Coupler Attached (LGR S/N: 10719655)","Host Connected (LGR S/N: 10719655)","Stopped (LGR S/N: 10719655)","End Of File (LGR S/N: 10719655)"
34,02/25/25 08:00:00 PM,14.6345,40.696,,,,,
35,02/25/25 08:15:00 PM,14.6359,40.696,,,,,
36,02/25/25 08:30:00 PM,14.6405,40.696,,,,,
37,02/25/25 08:45:00 PM,14.6420,40.696,,,,,
38,02/25/25 09:00:00 PM,14.6405,40.696,,,,,
39,02/25/25 09:15:00 PM,14.6472,40.881,,,,,
40,02/25/25 09:30:00 PM,14.6458,40.881,,,,,
41,02/25/25 09:45:00 PM,14.6503,40.881,,,,,
42,02/25/25 10:00:00 PM,14.6503,40.881,,,,,
43,02/25/25 10:15:00 PM,14.6519,40.881,,,,,
44,02/25/25 10:30:00 PM,14.6519,40.881,,,,,
45,02/25/25 10:45:00 PM,14.6519,40.881,,,,,
46,02/25/25 11:00:00 PM,14.6458,40.881,,,,,
47,02/25/25 11:15:00 PM,14.6472,40.881,,,,,
48,02/25/25 11:30:00 PM,14.6488,40.881,,,,,
49,02/25/25 11:45:00 PM,14.6442,40.881,,,,,
50,02/26/25 12:00:00 AM,14.6442,40.881,,,,,
51,02/26/25 12:15:00 AM,14.6427,40.881,,,,,
52,02/26/25 12:30:00 AM,14.6442,40.881,,,,,
53,02/26/25 12:45:00 AM,14.6458,40.881,,,,,
54,02/26/25 01:00:00 AM,14.6472,40.881,,,,,
55,02/26/25 01:15:00 AM,14.6458,40.881,,,,,
56,02/26/25 01:30:00 AM,14.6472,40.881,,,,,
57,02/26/25 01:45:00 AM,14.6472,40.881,,,,,
58,02/26/25 02:00:00 AM,14.6472,40.881,,,,,
59,02/26/25 02:15:00 AM,14.6478,41.067,,,,,
60,02/26/25 02:30:00 AM,14.6463,41.067,,,,,
61,02/26/25 02:45:00 AM,14.6472,40.881,,,,,
62,02/26/25 03:00:00 AM,14.6472,40.881,,,,,
63,02/26/25 03:15:00 AM,14.6458,40.881,,,,,
64,02/26/25 03:30:00 AM,14.6503,40.881,,,,,
65,02/26/25 03:45:00 AM,14.6488,40.881,,,,,
66,02/26/25 04:00:00 AM,14.6503,40.881,,,,,
67,02/26/25 04:15:00 AM,14.6549,40.881,,,,,
68,02/26/25 04:30:00 AM,14.6564,40.881,,,,,
69,02/26/25 04:45:00 AM,14.6579,40.881,,,,,
70,02/26/25 05:00:00 AM,14.6588,40.696,,,,,
71,02/26/25 05:15:00 AM,14.6649,40.696,,,,,
72,02/26/25 05:30:00 AM,14.6680,40.696,,,,,
73,02/26/25 05:45:00 AM,14.6726,40.696,,,,,
74,02/26/25 06:00:00 AM,14.6726,40.696,,,,,
75,02/26/25 06:15:00 AM,14.6771,40.696,,,,,
76,02/26/25 06:30:00 AM,14.6787,40.696,,,,,
77,02/26/25 06:45:00 AM,14.6864,40.696,,,,,
78,02/26/25 07:00:00 AM,14.6909,40.696,,,,,
79,02/26/25 07:15:00 AM,14.6909,40.696,,,,,
80,02/26/25 07:30:00 AM,14.6894,40.696,,,,,
81,02/26/25 07:45:00 AM,14.6955,40.696,,,,,
82,02/26/25 08:00:00 AM,14.6975,40.881,,,,,
83,02/26/25 08:15:00 AM,14.7038,40.881,,,,,
84,02/26/25 08:30:00 AM,14.7119,41.067,,,,,
85,02/26/25 08:45:00 AM,14.7180,41.067,,,,,
86,02/26/25 09:00:00 AM,14.7187,41.254,,,,,
87,02/26/25 09:15:00 AM,14.7202,41.254,,,,,
88,02/26/25 09:30:00 AM,14.7171,41.254,,,,,
89,02/26/25 09:45:00 AM,14.7193,41.439,,,,,
90,02/26/25 10:00:00 AM,14.7177,41.439,,,,,
91,02/26/25 10:15:00 AM,14.7163,41.439,,,,,
92,02/26/25 10:30:00 AM,14.7116,41.439,,,,,
93,02/26/25 10:45:00 AM,14.7168,41.625,,,,,
94,02/26/25 11:00:00 AM,14.7183,41.625,,,,,
95,02/26/25 11:15:00 AM,14.7183,41.625,,,,,
96,02/26/25 11:30:00 AM,14.7168,41.625,,,,,
97,02/26/25 11:45:00 AM,14.7158,41.810,,,,,
98,02/26/25 12:00:00 PM,14.7144,41.810,,,,,
99,02/26/25 12:15:00 PM,14.7174,41.810,,,,,
100,02/26/25 12:30:00 PM,14.7144,41.810,,,,,
101,02/26/25 12:45:00 PM,14.7097,41.810,,,,,
102,02/26/25 01:00:00 PM,14.7113,41.810,,,,,
103,02/26/25 01:15:00 PM,14.7097,41.810,,,,,
104,02/26/25 01:30:00 PM,14.7103,41.994,,,,,
105,02/26/25 01:45:00 PM,14.7058,41.994,,,,,
106,02/26/25 02:00:00 PM,14.7028,41.994,,,,,
107,02/26/25 02:15:00 PM,14.7042,41.994,,,,,
108,02/26/25 02:30:00 PM,14.7042,41.994,,,,,
109,02/26/25 02:45:00 PM,14.7073,41.994,,,,,
110,02/26/25 03:00:00 PM,14.7042,41.994,,,,,
111,02/26/25 03:15:00 PM,14.7058,41.994,,,,,
112,02/26/25 03:30:00 PM,14.7058,41.994,,,,,
113,02/26/25 03:45:00 PM,14.7058,41.994,,,,,
114,02/26/25 04:00:00 PM,14.7089,41.994,,,,,
115,02/26/25 04:15:00 PM,14.7089,41.994,,,,,
116,02/26/25 04:30:00 PM,14.7089,41.994,,,,,
117,02/26/25 04:45:00 PM,14.7089,41.994,,,,,
118,02/26/25 05:00:00 PM,14.7089,41.994,,,,,
119,02/26/25 05:15:00 PM,14.7134,41.994,,,,,
120,02/26/25 05:30:00 PM,14.7089,41.994,,,,,
121,02/26/25 05:45:00 PM,14.7103,41.994,,,,,
122,02/26/25 06:00:00 PM,14.7109,42.179,,,,,
123,02/26/25 06:15:00 PM,14.7109,42.179,,,,,
124,02/26/25 06:30:00 PM,14.7125,42.179,,,,,
125,02/26/25 06:45:00 PM,14.7125,42.179,,,,,
126,02/26/25 07:00:00 PM,14.7125,42.179,,,,,
127,02/26/25 07:15:00 PM,14.7155,42.179,,,,,
128,02/26/25 07:30:00 PM,14.7216,42.179,,,,,
129,02/26/25 07:45:00 PM,14.7232,42.179,,,,,
130,02/26/25 08:00:00 PM,14.7232,42.179,,,,,
131,02/26/25 08:15:00 PM,14.7247,42.179,,,,,
132,02/26/25 08:30:00 PM,14.7263,42.179,,,,,
133,02/26/25 08:45:00 PM,14.7324,42.179,,,,,
134,02/26/25 09:00:00 PM,14.7354,42.179,,,,,
135,02/26/25 09:15:00 PM,14.7368,42.179,,,,,
136,02/26/25 09:30:00 PM,14.7368,42.179,,,,,
137,02/26/25 09:45:00 PM,14.7415,42.179,,,,,
138,02/26/25 10:00:00 PM,14.7429,42.179,,,,,
139,02/26/25 10:15:00 PM,14.7415,42.179,,,,,
140,02/26/25 10:30:00 PM,14.7421,42.363,,,,,
141,02/26/25 10:45:00 PM,14.7390,42.363,,,,,
142,02/26/25 11:00:00 PM,14.7360,42.363,,,,,
143,02/26/25 11:15:00 PM,14.7299,42.363,,,,,
144,02/26/25 11:30:00 PM,14.7268,42.363,,,,,
145,02/26/25 11:45:00 PM,14.7268,42.363,,,,,
146,02/27/25 12:00:00 AM,14.7283,42.363,,,,,
147,02/27/25 12:15:00 AM,14.7222,42.363,,,,,
148,02/27/25 12:30:00 AM,14.7222,42.363,,,,,
149,02/27/25 12:45:00 AM,14.7177,42.363,,,,,
150,02/27/25 01:00:00 AM,14.7131,42.363,,,,,
151,02/27/25 01:15:00 AM,14.7070,42.363,,,,,
152,02/27/25 01:30:00 AM,14.6887,42.363,,,,,
153,02/27/25 01:45:00 AM,14.6887,42.363,,,,,
154,02/27/25 02:00:00 AM,14.6810,42.363,,,,,
155,02/27/25 02:15:00 AM,14.6780,42.363,,,,,
156,02/27/25 02:30:00 AM,14.6739,42.548,,,,,
157,02/27/25 02:45:00 AM,14.6664,42.548,,,,,
158,02/27/25 03:00:00 AM,14.6633,42.548,,,,,
159,02/27/25 03:15:00 AM,14.6540,42.548,,,,,
160,02/27/25 03:30:00 AM,14.6556,42.548,,,,,
161,02/27/25 03:45:00 AM,14.6495,42.548,,,,,
162,02/27/25 04:00:00 AM,14.6479,42.548,,,,,
163,02/27/25 04:15:00 AM,14.6418,42.548,,,,,
164,02/27/25 04:30:00 AM,14.6434,42.548,,,,,
165,02/27/25 04:45:00 AM,14.6418,42.548,,,,,
166,02/27/25 05:00:00 AM,14.6394,42.732,,,,,
167,02/27/25 05:15:00 AM,14.6379,42.732,,,,,
168,02/27/25 05:30:00 AM,14.6363,42.732,,,,,
169,02/27/25 05:45:00 AM,14.6333,42.732,,,,,
170,02/27/25 06:00:00 AM,14.6272,42.732,,,,,
171,02/27/25 06:15:00 AM,14.6318,42.732,,,,,
172,02/27/25 06:30:00 AM,14.6294,42.915,,,,,
173,02/27/25 06:45:00 AM,14.6247,42.915,,,,,
174,02/27/25 07:00:00 AM,14.6263,42.915,,,,,
175,02/27/25 07:15:00 AM,14.6294,42.915,,,,,
176,02/27/25 07:30:00 AM,14.6278,42.915,,,,,
177,02/27/25 07:45:00 AM,14.6385,42.915,,,,,
178,02/27/25 08:00:00 AM,14.6385,42.915,,,,,
179,02/27/25 08:15:00 AM,14.6278,42.915,,,,,
180,02/27/25 08:30:00 AM,14.6202,42.915,,,,,
181,02/27/25 08:45:00 AM,14.6126,42.915,,,,,
182,02/27/25 09:00:00 AM,14.6049,42.915,,,,,
183,02/27/25 09:15:00 AM,14.6170,42.915,,,,,
184,02/27/25 09:30:00 AM,14.6170,42.915,,,,,
185,02/27/25 09:45:00 AM,14.6217,42.915,,,,,
186,02/27/25 10:00:00 AM,14.6217,42.915,,,,,
187,02/27/25 10:15:00 AM,14.6140,42.915,,,,,
188,02/27/25 10:30:00 AM,14.6070,43.099,,,,,
189,02/27/25 10:45:00 AM,14.5979,43.099,,,,,
190,02/27/25 11:00:00 AM,14.6049,42.915,,,,,
191,02/27/25 11:15:00 AM,14.5943,42.915,,,,,
192,02/27/25 11:30:00 AM,14.5912,42.915,,,,,
193,02/27/25 11:45:00 AM,14.5882,42.915,,,,,
194,02/27/25 12:00:00 PM,14.5835,42.915,,,,,
195,02/27/25 12:15:00 PM,14.5795,43.099,,,,,
196,02/27/25 12:30:00 PM,14.5780,43.099,,,,,
197,02/27/25 12:45:00 PM,14.5780,43.099,,,,,
198,02/27/25 01:00:00 PM,14.5612,43.099,,,,,
199,02/27/25 01:15:00 PM,14.5612,43.099,,,,,
200,02/27/25 01:30:00 PM,14.5628,43.099,,,,,
201,02/27/25 01:45:00 PM,14.5567,43.099,,,,,
202,02/27/25 02:00:00 PM,14.5551,43.099,,,,,
203,02/27/25 02:15:00 PM,14.5643,43.099,,,,,
204,02/27/25 02:30:00 PM,14.5598,43.099,,,,,
205,02/27/25 02:45:00 PM,14.5551,43.099,,,,,
206,02/27/25 03:00:00 PM,14.5551,43.099,,,,,
207,02/27/25 03:15:00 PM,14.5551,43.099,,,,,
208,02/27/25 03:30:00 PM,14.5537,43.099,,,,,
209,02/27/25 03:45:00 PM,14.5537,43.099,,,,,
210,02/27/25 04:00:00 PM,14.5527,43.282,,,,,
211,02/27/25 04:15:00 PM,14.5542,43.282,,,,,
212,02/27/25 04:30:00 PM,14.5527,43.282,,,,,
213,02/27/25 04:45:00 PM,14.5512,43.282,,,,,
214,02/27/25 05:00:00 PM,14.5548,43.466,,,,,
215,02/27/25 05:15:00 PM,14.5563,43.466,,,,,
216,02/27/25 05:30:00 PM,14.5548,43.466,,,,,
217,02/27/25 05:45:00 PM,14.5548,43.466,,,,,
218,02/27/25 06:00:00 PM,14.5532,43.466,,,,,
219,02/27/25 06:15:00 PM,14.5579,43.466,,,,,
220,02/27/25 06:30:00 PM,14.5629,43.648,,,,,
221,02/27/25 06:45:00 PM,14.5706,43.648,,,,,
222,02/27/25 07:00:00 PM,14.5715,43.466,,,,,
223,02/27/25 07:15:00 PM,14.5721,43.648,,,,,
224,02/27/25 07:30:00 PM,14.5746,43.466,,,,,
225,02/27/25 07:45:00 PM,14.5731,43.466,,,,,
226,02/27/25 08:00:00 PM,14.5761,43.466,,,,,
227,02/27/25 08:15:00 PM,14.5761,43.466,,,,,
228,02/27/25 08:30:00 PM,14.5808,43.466,,,,,
229,02/27/25 08:45:00 PM,14.5869,43.466,,,,,
230,02/27/25 09:00:00 PM,14.5838,43.466,,,,,
231,02/27/25 09:15:00 PM,14.5869,43.466,,,,,
232,02/27/25 09:30:00 PM,14.5889,43.648,,,,,
233,02/27/25 09:45:00 PM,14.5889,43.648,,,,,
234,02/27/25 10:00:00 PM,14.5844,43.648,,,,,
235,02/27/25 10:15:00 PM,14.5869,43.466,,,,,
236,02/27/25 10:30:00 PM,14.5869,43.466,,,,,
237,02/27/25 10:45:00 PM,14.5875,43.648,,,,,
238,02/27/25 11:00:00 PM,14.5808,43.466,,,,,
239,02/27/25 11:15:00 PM,14.5808,43.466,,,,,
240,02/27/25 11:30:00 PM,14.5792,43.466,,,,,
241,02/27/25 11:45:00 PM,14.5777,43.466,,,,,
242,02/28/25 12:00:00 AM,14.5746,43.466,,,,,
243,02/28/25 12:15:00 AM,14.5731,43.466,,,,,
244,02/28/25 12:30:00 AM,14.5761,43.466,,,,,
245,02/28/25 12:45:00 AM,14.5822,43.466,,,,,
246,02/28/25 01:00:00 AM,14.5838,43.466,,,,,
247,02/28/25 01:15:00 AM,14.5802,43.282,,,,,
248,02/28/25 01:30:00 AM,14.5802,43.282,,,,,
249,02/28/25 01:45:00 AM,14.5802,43.282,,,,,
250,02/28/25 02:00:00 AM,14.5817,43.282,,,,,
251,02/28/25 02:15:00 AM,14.5817,43.282,,,,,
252,02/28/25 02:30:00 AM,14.5786,43.282,,,,,
253,02/28/25 02:45:00 AM,14.5764,43.099,,,,,
254,02/28/25 03:00:00 AM,14.5764,43.099,,,,,
255,02/28/25 03:15:00 AM,14.5750,43.099,,,,,
256,02/28/25 03:30:00 AM,14.5764,43.099,,,,,
257,02/28/25 03:45:00 AM,14.5780,43.099,,,,,
258,02/28/25 04:00:00 AM,14.5825,43.099,,,,,
259,02/28/25 04:15:00 AM,14.5795,43.099,,,,,
260,02/28/25 04:30:00 AM,14.5841,43.099,,,,,
261,02/28/25 04:45:00 AM,14.5888,43.099,,,,,
262,02/28/25 05:00:00 AM,14.5918,43.099,,,,,
263,02/28/25 05:15:00 AM,14.5963,43.099,,,,,
264,02/28/25 05:30:00 AM,14.5979,43.099,,,,,
265,02/28/25 05:45:00 AM,14.6046,43.282,,,,,
266,02/28/25 06:00:00 AM,14.6123,43.282,,,,,
267,02/28/25 06:15:00 AM,14.6123,43.282,,,,,
268,02/28/25 06:30:00 AM,14.6107,43.282,,,,,
269,02/28/25 06:45:00 AM,14.6153,43.282,,,,,
270,02/28/25 07:00:00 AM,14.6184,43.282,,,,,
271,02/28/25 07:15:00 AM,14.6228,43.282,,,,,
272,02/28/25 07:30:00 AM,14.6284,43.099,,,,,
273,02/28/25 07:45:00 AM,14.6300,43.099,,,,,
274,02/28/25 08:00:00 AM,14.6330,43.099,,,,,
275,02/28/25 08:15:00 AM,14.6320,43.282,,,,,
276,02/28/25 08:30:00 AM,14.6305,43.282,,,,,
277,02/28/25 08:45:00 AM,14.6275,43.282,,,,,
278,02/28/25 09:00:00 AM,14.6342,43.466,,,,,
279,02/28/25 09:15:00 AM,14.6418,43.466,,,,,
280,02/28/25 09:30:00 AM,14.6388,43.466,,,,,
281,02/28/25 09:45:00 AM,14.6463,43.466,,,,,
282,02/28/25 10:00:00 AM,14.6469,43.648,,,,,
283,02/28/25 10:15:00 AM,14.6455,43.648,,,,,
284,02/28/25 10:30:00 AM,14.6455,43.648,,,,,
285,02/28/25 10:45:00 AM,14.6461,43.831,,,,,
286,02/28/25 11:00:00 AM,14.6445,43.831,,,,,
287,02/28/25 11:15:00 AM,14.6461,43.831,,,,,
288,02/28/25 11:30:00 AM,14.6506,43.831,,,,,
289,02/28/25 11:45:00 AM,14.6430,43.831,,,,,
290,02/28/25 12:00:00 PM,14.6445,43.831,,,,,
291,02/28/25 12:15:00 PM,14.6400,43.831,,,,,
292,02/28/25 12:30:00 PM,14.6375,44.013,,,,,
293,02/28/25 12:45:00 PM,14.6329,44.013,,,,,
294,02/28/25 01:00:00 PM,14.6345,44.013,,,,,
295,02/28/25 01:15:00 PM,14.6345,44.013,,,,,
296,02/28/25 01:30:00 PM,14.6298,44.013,,,,,
297,02/28/25 01:45:00 PM,14.6284,44.013,,,,,
298,02/28/25 02:00:00 PM,14.6284,44.013,,,,,
299,02/28/25 02:15:00 PM,14.6237,44.013,,,,,
300,02/28/25 02:30:00 PM,14.6284,44.013,,,,,
301,02/28/25 02:45:00 PM,14.6284,44.013,,,,,
302,02/28/25 03:00:00 PM,14.6268,44.013,,,,,
303,02/28/25 03:15:00 PM,14.6252,44.013,,,,,
304,02/28/25 03:30:00 PM,14.6221,44.013,,,,,
305,02/28/25 03:45:00 PM,14.6207,44.013,,,,,
306,02/28/25 04:00:00 PM,14.6176,44.013,,,,,
307,02/28/25 04:15:00 PM,14.6176,44.013,,,,,
308,02/28/25 04:30:00 PM,14.6115,44.013,,,,,
309,02/28/25 04:45:00 PM,14.6099,44.013,,,,,
310,02/28/25 05:00:00 PM,14.6130,44.013,,,,,
311,02/28/25 05:15:00 PM,14.6146,44.013,,,,,
312,02/28/25 05:30:00 PM,14.6160,44.013,,,,,
313,02/28/25 05:45:00 PM,14.6146,44.013,,,,,
314,02/28/25 06:00:00 PM,14.6130,44.013,,,,,
315,02/28/25 06:15:00 PM,14.6146,44.013,,,,,
316,02/28/25 06:30:00 PM,14.6160,44.013,,,,,
317,02/28/25 06:45:00 PM,14.6146,44.013,,,,,
318,02/28/25 07:00:00 PM,14.6176,44.013,,,,,
319,02/28/25 07:15:00 PM,14.6130,44.013,,,,,
320,02/28/25 07:30:00 PM,14.6146,44.013,,,,,
321,02/28/25 07:45:00 PM,14.6115,44.013,,,,,
322,02/28/25 08:00:00 PM,14.6085,44.013,,,,,
323,02/28/25 08:15:00 PM,14.6069,44.013,,,,,
324,02/28/25 08:30:00 PM,14.6063,43.831,,,,,
325,02/28/25 08:45:00 PM,14.6054,44.013,,,,,
326,02/28/25 09:00:00 PM,14.6024,44.013,,,,,
327,02/28/25 09:15:00 PM,14.6063,43.831,,,,,
328,02/28/25 09:30:00 PM,14.6110,43.831,,,,,
329,02/28/25 09:45:00 PM,14.6110,43.831,,,,,
330,02/28/25 10:00:00 PM,14.6115,44.013,,,,,
331,02/28/25 10:15:00 PM,14.6115,44.013,,,,,
332,02/28/25 10:30:00 PM,14.6069,44.013,,,,,
333,02/28/25 10:45:00 PM,14.6038,44.013,,,,,
334,02/28/25 11:00:00 PM,14.5992,44.013,,,,,
335,02/28/25 11:15:00 PM,14.5947,44.013,,,,,
336,02/28/25 11:30:00 PM,14.5917,44.013,,,,,
337,02/28/25 11:45:00 PM,14.5886,44.013,,,,,
338,03/01/25 12:00:00 AM,14.5856,44.013,,,,,
339,03/01/25 12:15:00 AM,14.5809,44.013,,,,,
340,03/01/25 12:30:00 AM,14.5779,44.013,,,,,
341,03/01/25 12:45:00 AM,14.5734,44.013,,,,,
342,03/01/25 01:00:00 AM,14.5718,44.013,,,,,
343,03/01/25 01:15:00 AM,14.5672,44.013,,,,,
344,03/01/25 01:30:00 AM,14.5641,44.013,,,,,
345,03/01/25 01:45:00 AM,14.5627,44.013,,,,,
346,03/01/25 02:00:00 AM,14.5566,44.013,,,,,
347,03/01/25 02:15:00 AM,14.5519,44.013,,,,,
348,03/01/25 02:30:00 AM,14.5505,44.013,,,,,
349,03/01/25 02:45:00 AM,14.5444,44.013,,,,,
350,03/01/25 03:00:00 AM,14.5413,44.013,,,,,
351,03/01/25 03:15:00 AM,14.5383,44.013,,,,,
352,03/01/25 03:30:00 AM,14.5337,44.013,,,,,
353,03/01/25 03:45:00 AM,14.5306,44.013,,,,,
354,03/01/25 04:00:00 AM,14.5306,44.013,,,,,
355,03/01/25 04:15:00 AM,14.5276,44.013,,,,,
356,03/01/25 04:30:00 AM,14.5306,44.013,,,,,
357,03/01/25 04:45:00 AM,14.5260,44.013,,,,,
358,03/01/25 05:00:00 AM,14.5245,44.013,,,,,
359,03/01/25 05:15:00 AM,14.5215,44.013,,,,,
360,03/01/25 05:30:00 AM,14.5199,44.013,,,,,
361,03/01/25 05:45:00 AM,14.5184,44.013,,,,,
362,03/01/25 06:00:00 AM,14.5184,44.013,,,,,
363,03/01/25 06:15:00 AM,14.5154,44.013,,,,,
364,03/01/25 06:30:00 AM,14.5123,44.013,,,,,
365,03/01/25 06:45:00 AM,14.5123,44.013,,,,,
366,03/01/25 07:00:00 AM,14.5093,44.013,,,,,
367,03/01/25 07:15:00 AM,14.5107,44.013,,,,,
368,03/01/25 07:30:00 AM,14.5168,44.013,,,,,
369,03/01/25 07:45:00 AM,14.5138,44.013,,,,,
370,03/01/25 08:00:00 AM,14.5107,44.013,,,,,
371,03/01/25 08:15:00 AM,14.5113,44.195,,,,,
372,03/01/25 08:30:00 AM,14.5113,44.195,,,,,
373,03/01/25 08:45:00 AM,14.5129,44.195,,,,,
374,03/01/25 09:00:00 AM,14.5104,44.379,,,,,
375,03/01/25 09:15:00 AM,14.5104,44.379,,,,,
376,03/01/25 09:30:00 AM,14.5074,44.379,,,,,
377,03/01/25 09:45:00 AM,14.5074,44.379,,,,,
378,03/01/25 10:00:00 AM,14.5028,44.379,,,,,
379,03/01/25 10:15:00 AM,14.4981,44.379,,,,,
380,03/01/25 10:30:00 AM,14.4936,44.379,,,,,
381,03/01/25 10:45:00 AM,14.4920,44.379,,,,,
382,03/01/25 11:00:00 AM,14.4890,44.379,,,,,
383,03/01/25 11:15:00 AM,14.4851,44.560,,,,,
384,03/01/25 11:30:00 AM,14.4835,44.560,,,,,
385,03/01/25 11:45:00 AM,14.4814,44.379,,,,,
386,03/01/25 12:00:00 PM,14.4768,44.379,,,,,
387,03/01/25 12:15:00 PM,14.4738,44.379,,,,,
388,03/01/25 12:30:00 PM,14.4723,44.379,,,,,
389,03/01/25 12:45:00 PM,14.4768,44.379,,,,,
390,03/01/25 01:00:00 PM,14.4753,44.379,,,,,
391,03/01/25 01:15:00 PM,14.4814,44.379,,,,,
392,03/01/25 01:30:00 PM,14.4835,44.560,,,,,
393,03/01/25 01:45:00 PM,14.4851,44.560,,,,,
394,03/01/25 02:00:00 PM,14.4926,44.560,,,,,
395,03/01/25 02:15:00 PM,14.5025,44.742,,,,,
396,03/01/25 02:30:00 PM,14.5116,44.742,,,,,
397,03/01/25 02:45:00 PM,14.5213,44.922,,,,,
398,03/01/25 03:00:00 PM,14.5321,44.922,,,,,
399,03/01/25 03:15:00 PM,14.5366,44.922,,,,,
400,03/01/25 03:30:00 PM,14.5463,45.104,,,,,
401,03/01/25 03:45:00 PM,14.5545,45.286,,,,,
402,03/01/25 04:00:00 PM,14.5598,45.466,,,,,
403,03/01/25 04:15:00 PM,14.5631,45.104,,,,,
404,03/01/25 04:30:00 PM,14.5722,45.104,,,,,
405,03/01/25 04:45:00 PM,14.5661,45.104,,,,,
406,03/01/25 05:00:00 PM,14.5698,45.286,,,,,
407,03/01/25 05:15:00 PM,14.5789,45.286,,,,,
408,03/01/25 05:30:00 PM,14.5863,45.648,,,,,
409,03/01/25 05:45:00 PM,14.5927,45.286,,,,,
410,03/01/25 06:00:00 PM,14.5907,45.104,,,,,
411,03/01/25 06:15:00 PM,14.5982,45.104,,,,,
412,03/01/25 06:30:00 PM,14.6037,44.922,,,,,
413,03/01/25 06:45:00 PM,14.6114,44.922,,,,,
414,03/01/25 07:00:00 PM,14.6144,44.922,,,,,
415,03/01/25 07:15:00 PM,14.6215,44.742,,,,,
416,03/01/25 07:30:00 PM,14.6260,44.742,,,,,
417,03/01/25 07:45:00 PM,14.6276,44.742,,,,,
418,03/01/25 08:00:00 PM,14.6316,44.560,,,,,
419,03/01/25 08:15:00 PM,14.6331,44.560,,,,,
420,03/01/25 08:30:00 PM,14.6432,44.379,,,,,
421,03/01/25 08:45:00 PM,14.6462,44.379,,,,,
422,03/01/25 09:00:00 PM,14.6517,44.195,,,,,
423,03/01/25 09:15:00 PM,14.6574,44.013,,,,,
424,03/01/25 09:30:00 PM,14.6619,44.013,,,,,
425,03/01/25 09:45:00 PM,14.6598,43.831,,,,,
426,03/01/25 10:00:00 PM,14.6704,43.831,,,,,
427,03/01/25 10:15:00 PM,14.6739,43.466,,,,,
428,03/01/25 10:30:00 PM,14.6809,43.282,,,,,
429,03/01/25 10:45:00 PM,14.6849,43.099,,,,,
430,03/01/25 11:00:00 PM,14.6888,42.915,,,,,
431,03/01/25 11:15:00 PM,14.6913,42.732,,,,,
432,03/01/25 11:30:00 PM,14.6968,42.548,,,,,
433,03/01/25 11:45:00 PM,14.7023,42.363,,,,,
434,03/02/25 12:00:00 AM,14.7039,42.363,,,,,
435,03/02/25 12:15:00 AM,14.7106,42.548,,,,,
436,03/02/25 12:30:00 AM,14.7147,42.363,,,,,
437,03/02/25 12:45:00 AM,14.7192,42.363,,,,,
