"","dtime","rainfall_in","gage_uid","gage_event_uid"
"71",2024-03-05 14:30:00,0.01,17,39449
"72",2024-03-06 12:15:00,0.01,17,39450
"73",2024-03-06 12:45:00,0.02,17,39450
"74",2024-03-06 13:00:00,0.01,17,39450
"75",2024-03-06 13:15:00,0.02,17,39450
"76",2024-03-06 13:30:00,0.02,17,39450
"77",2024-03-06 13:45:00,0.02,17,39450
"78",2024-03-06 14:00:00,0.03,17,39450
"79",2024-03-06 14:15:00,0.03,17,39450
"80",2024-03-06 14:30:00,0.04,17,39450
"81",2024-03-06 14:45:00,0.02,17,39450
"82",2024-03-06 15:00:00,0.02,17,39450
"83",2024-03-06 15:15:00,0.04,17,39450
"84",2024-03-06 15:30:00,0.02,17,39450
"85",2024-03-06 15:45:00,0.03,17,39450
"86",2024-03-06 16:00:00,0.03,17,39450
"87",2024-03-06 16:15:00,0.07,17,39450
"88",2024-03-06 16:30:00,0.05,17,39450
"89",2024-03-06 16:45:00,0.04,17,39450
"90",2024-03-06 17:00:00,0.05,17,39450
"91",2024-03-06 17:15:00,0.1,17,39450
"92",2024-03-06 17:30:00,0.11,17,39450
"93",2024-03-06 17:45:00,0.09,17,39450
"94",2024-03-06 18:00:00,0.07,17,39450
"95",2024-03-06 18:15:00,0.04,17,39450
"96",2024-03-06 18:30:00,0.03,17,39450
"97",2024-03-06 18:45:00,0.04,17,39450
"98",2024-03-06 19:00:00,0.01,17,39450
"99",2024-03-06 19:15:00,0.01,17,39450
"100",2024-03-06 19:45:00,0.01,17,39450
"101",2024-03-07 01:30:00,0.01,17,39450
"102",2024-03-07 02:15:00,0.01,17,39450
"103",2024-03-09 12:15:00,0.01,17,39451
"104",2024-03-09 13:00:00,0.01,17,39451
"105",2024-03-09 13:30:00,0.01,17,39451
"106",2024-03-09 14:15:00,0.01,17,39451
"107",2024-03-09 15:00:00,0.02,17,39451
"108",2024-03-09 15:15:00,0.01,17,39451
"109",2024-03-09 15:30:00,0.01,17,39451
"110",2024-03-09 15:45:00,0.01,17,39451
"111",2024-03-09 16:00:00,0.02,17,39451
"112",2024-03-09 16:15:00,0.02,17,39451
"113",2024-03-09 16:30:00,0.02,17,39451
"114",2024-03-09 16:45:00,0.01,17,39451
"115",2024-03-09 17:15:00,0.01,17,39451
"116",2024-03-09 17:30:00,0.01,17,39451
"117",2024-03-09 17:45:00,0.02,17,39451
"118",2024-03-09 18:00:00,0.01,17,39451
"119",2024-03-09 18:15:00,0.01,17,39451
"120",2024-03-09 18:30:00,0.02,17,39451
"121",2024-03-09 18:45:00,0.04,17,39451
"122",2024-03-09 19:00:00,0.03,17,39451
"123",2024-03-09 19:15:00,0.05,17,39451
"124",2024-03-09 19:30:00,0.1,17,39451
"125",2024-03-09 19:45:00,0.05,17,39451
"126",2024-03-09 20:00:00,0.15,17,39451
"127",2024-03-09 20:15:00,0.08,17,39451
"128",2024-03-09 20:30:00,0.1,17,39451
"129",2024-03-09 20:45:00,0.09,17,39451
"130",2024-03-09 21:00:00,0.14,17,39451
"131",2024-03-09 21:15:00,0.05,17,39451
"132",2024-03-09 21:30:00,0.05,17,39451
"133",2024-03-09 21:45:00,0.04,17,39451
"134",2024-03-09 22:00:00,0.02,17,39451
"135",2024-03-09 22:15:00,0.02,17,39451
"136",2024-03-09 22:45:00,0.01,17,39451
"137",2024-03-10 05:30:00,0.01,17,NA
"138",2024-03-23 02:00:00,0.03,17,39452
"139",2024-03-23 02:30:00,0.02,17,39452
"140",2024-03-23 02:45:00,0.01,17,39452
"141",2024-03-23 03:00:00,0.01,17,39452
"142",2024-03-23 03:15:00,0.02,17,39452
"143",2024-03-23 03:30:00,0.02,17,39452
"144",2024-03-23 03:45:00,0.02,17,39452
"145",2024-03-23 04:00:00,0.03,17,39452
"146",2024-03-23 04:15:00,0.02,17,39452
"147",2024-03-23 04:30:00,0.03,17,39452
"148",2024-03-23 04:45:00,0.01,17,39452
"149",2024-03-23 05:00:00,0.02,17,39452
"150",2024-03-23 05:15:00,0.09,17,39452
"151",2024-03-23 05:30:00,0.04,17,39452
"152",2024-03-23 05:45:00,0.03,17,39452
"153",2024-03-23 06:00:00,0.04,17,39452
"154",2024-03-23 06:15:00,0.07,17,39452
"155",2024-03-23 06:30:00,0.04,17,39452
"156",2024-03-23 06:45:00,0.04,17,39452
"157",2024-03-23 07:00:00,0.06,17,39452
"158",2024-03-23 07:15:00,0.04,17,39452
"159",2024-03-23 07:30:00,0.06,17,39452
"160",2024-03-23 07:45:00,0.1,17,39452
"161",2024-03-23 08:00:00,0.04,17,39452
"162",2024-03-23 08:15:00,0.04,17,39452
"163",2024-03-23 08:30:00,0.07,17,39452
"164",2024-03-23 08:45:00,0.07,17,39452
"165",2024-03-23 09:00:00,0.08,17,39452
"166",2024-03-23 09:15:00,0.08,17,39452
"167",2024-03-23 09:30:00,0.05,17,39452
"168",2024-03-23 09:45:00,0.09,17,39452
"169",2024-03-23 10:00:00,0.15,17,39452
"170",2024-03-23 10:15:00,0.1,17,39452
"171",2024-03-23 10:30:00,0.13,17,39452
"172",2024-03-23 10:45:00,0.11,17,39452
"173",2024-03-23 11:00:00,0.1,17,39452
"174",2024-03-23 11:15:00,0.14,17,39452
"175",2024-03-23 11:30:00,0.12,17,39452
"176",2024-03-23 11:45:00,0.13,17,39452
"177",2024-03-23 12:00:00,0.16,17,39452
"178",2024-03-23 12:15:00,0.16,17,39452
"179",2024-03-23 12:30:00,0.13,17,39452
"180",2024-03-23 12:45:00,0.12,17,39452
"181",2024-03-23 13:00:00,0.06,17,39452
"182",2024-03-23 13:15:00,0.05,17,39452
"183",2024-03-23 13:30:00,0.03,17,39452
"184",2024-03-23 13:45:00,0.02,17,39452
"185",2024-03-23 14:00:00,0.01,17,39452
"186",2024-03-27 14:15:00,0.03,17,39453
"187",2024-03-27 14:30:00,0.02,17,39453
"188",2024-03-27 14:45:00,0.01,17,39453
"189",2024-03-27 15:30:00,0.02,17,39453
"190",2024-03-27 15:45:00,0.02,17,39453
"191",2024-03-27 16:00:00,0.03,17,39453
"192",2024-03-27 16:15:00,0.03,17,39453
"193",2024-03-27 18:15:00,0.01,17,39453
"194",2024-03-27 18:45:00,0.01,17,39453
"195",2024-03-27 20:00:00,0.01,17,39453
"196",2024-03-27 20:15:00,0.01,17,39453
"197",2024-03-27 20:30:00,0.01,17,39453
"198",2024-03-27 21:15:00,0.02,17,39453
"199",2024-03-27 21:30:00,0.01,17,39453
"200",2024-03-27 21:45:00,0.01,17,39453
"201",2024-03-27 22:15:00,0.01,17,39453
"202",2024-03-27 22:45:00,0.01,17,39453
"203",2024-03-27 23:00:00,0.01,17,39453
"204",2024-03-27 23:15:00,0.03,17,39453
"205",2024-03-27 23:30:00,0.02,17,39453
"206",2024-03-28,0.01,17,39453
"207",2024-03-28 00:15:00,0.01,17,39453
"208",2024-03-28 00:30:00,0.01,17,39453
"209",2024-03-28 00:45:00,0.01,17,39453
"210",2024-03-28 01:45:00,0.01,17,39453
"211",2024-03-28 03:00:00,0.01,17,39453
"212",2024-03-28 03:15:00,0.01,17,39453
"213",2024-03-28 03:30:00,0.01,17,39453
"214",2024-03-28 17:30:00,0.01,17,NA
"215",2024-03-30 18:30:00,0.01,17,NA
"216",2024-03-30 18:45:00,0.01,17,NA
"217",2024-03-30 20:15:00,0.01,17,NA
"218",2024-03-30 20:30:00,0.03,17,NA
"219",2024-03-30 20:45:00,0.01,17,NA
"220",2024-03-30 21:45:00,0.01,17,NA
"221",2024-04-01 06:30:00,0.01,17,39454
"222",2024-04-01 06:45:00,0.01,17,39454
"223",2024-04-01 07:00:00,0.01,17,39454
"224",2024-04-01 07:15:00,0.01,17,39454
"225",2024-04-01 07:30:00,0.01,17,39454
"226",2024-04-01 07:45:00,0.03,17,39454
"227",2024-04-01 08:00:00,0.02,17,39454
"228",2024-04-01 08:15:00,0.04,17,39454
"229",2024-04-01 08:30:00,0.02,17,39454
"230",2024-04-01 08:45:00,0.01,17,39454
"231",2024-04-01 09:00:00,0.01,17,39454
"232",2024-04-01 09:15:00,0.02,17,39454
"233",2024-04-01 09:30:00,0.01,17,39454
"234",2024-04-01 09:45:00,0.02,17,39454
"235",2024-04-01 10:00:00,0.03,17,39454
"236",2024-04-01 10:15:00,0.03,17,39454
"237",2024-04-01 10:30:00,0.02,17,39454
"238",2024-04-01 10:45:00,0.01,17,39454
"239",2024-04-01 11:15:00,0.01,17,39454
"240",2024-04-01 11:30:00,0.03,17,39454
"241",2024-04-01 11:45:00,0.01,17,39454
"242",2024-04-02 03:30:00,0.02,17,39455
"243",2024-04-02 03:45:00,0.01,17,39455
"244",2024-04-02 04:45:00,0.01,17,39455
"245",2024-04-02 05:00:00,0.03,17,39455
"246",2024-04-02 05:15:00,0.06,17,39455
"247",2024-04-02 05:30:00,0.04,17,39455
"248",2024-04-02 05:45:00,0.01,17,39455
"249",2024-04-02 06:00:00,0.03,17,39455
"250",2024-04-02 06:15:00,0.02,17,39455
"251",2024-04-02 06:30:00,0.01,17,39455
"252",2024-04-02 06:45:00,0.03,17,39455
"253",2024-04-02 07:00:00,0.01,17,39455
"254",2024-04-02 07:15:00,0.01,17,39455
"255",2024-04-02 07:30:00,0.01,17,39455
"256",2024-04-02 07:45:00,0.02,17,39455
"257",2024-04-02 08:00:00,0.04,17,39455
"258",2024-04-02 08:15:00,0.06,17,39455
"259",2024-04-02 08:30:00,0.04,17,39455
"260",2024-04-02 08:45:00,0.01,17,39455
"261",2024-04-02 09:00:00,0.02,17,39455
"262",2024-04-02 09:15:00,0.01,17,39455
"263",2024-04-02 09:45:00,0.01,17,39455
"264",2024-04-02 10:00:00,0.01,17,39455
"265",2024-04-02 12:00:00,0.03,17,39455
"266",2024-04-02 12:15:00,0.07,17,39455
"267",2024-04-02 12:30:00,0.03,17,39455
"268",2024-04-02 12:45:00,0.02,17,39455
"269",2024-04-02 13:00:00,0.09,17,39455
"270",2024-04-02 13:15:00,0.16,17,39455
"271",2024-04-02 13:30:00,0.02,17,39455
"272",2024-04-02 13:45:00,0.03,17,39455
"273",2024-04-02 14:00:00,0.02,17,39455
"274",2024-04-02 14:15:00,0.01,17,39455
"275",2024-04-02 14:30:00,0.02,17,39455
"276",2024-04-02 14:45:00,0.01,17,39455
"277",2024-04-02 15:00:00,0.01,17,39455
"278",2024-04-02 17:45:00,0.01,17,39455
"279",2024-04-02 18:15:00,0.01,17,39455
"280",2024-04-02 20:00:00,0.01,17,39455
"281",2024-04-02 23:15:00,0.01,17,39455
"282",2024-04-02 23:30:00,0.01,17,39455
"283",2024-04-03 02:00:00,0.02,17,39455
"284",2024-04-03 02:15:00,0.01,17,39455
"285",2024-04-03 02:30:00,0.01,17,39455
"286",2024-04-03 02:45:00,0.09,17,39455
"287",2024-04-03 03:00:00,0.04,17,39455
"288",2024-04-03 03:15:00,0.07,17,39455
"289",2024-04-03 03:30:00,0.06,17,39455
"290",2024-04-03 03:45:00,0.01,17,39455
"291",2024-04-03 04:00:00,0.1,17,39455
"292",2024-04-03 04:30:00,0.01,17,39455
"293",2024-04-03 06:15:00,0.01,17,39455
"294",2024-04-03 06:45:00,0.01,17,39455
"295",2024-04-03 07:00:00,0.01,17,39455
"296",2024-04-03 07:15:00,0.01,17,39455
"297",2024-04-03 07:30:00,0.01,17,39455
"298",2024-04-03 08:30:00,0.01,17,39455
"299",2024-04-03 09:30:00,0.02,17,39455
"300",2024-04-03 09:45:00,0.03,17,39455
"301",2024-04-03 10:00:00,0.02,17,39455
"302",2024-04-03 10:15:00,0.11,17,39455
"303",2024-04-03 10:30:00,0.04,17,39455
"304",2024-04-03 10:45:00,0.08,17,39455
"305",2024-04-03 11:00:00,0.06,17,39455
"306",2024-04-03 11:15:00,0.01,17,39455
"307",2024-04-03 11:30:00,0.01,17,39455
"308",2024-04-03 12:30:00,0.01,17,39455
"309",2024-04-03 12:45:00,0.02,17,39455
"310",2024-04-03 13:00:00,0.02,17,39455
"311",2024-04-03 13:15:00,0.01,17,39455
"312",2024-04-03 14:15:00,0.01,17,39455
"313",2024-04-03 14:30:00,0.03,17,39455
"314",2024-04-03 14:45:00,0.01,17,39455
"315",2024-04-03 15:15:00,0.05,17,39455
"316",2024-04-03 15:30:00,0.07,17,39455
"317",2024-04-03 15:45:00,0.05,17,39455
"318",2024-04-03 16:00:00,0.01,17,39455
"319",2024-04-03 16:30:00,0.01,17,39455
"320",2024-04-03 17:30:00,0.02,17,39455
"321",2024-04-03 17:45:00,0.03,17,39455
"322",2024-04-03 18:00:00,0.02,17,39455
"323",2024-04-03 18:15:00,0.01,17,39455
"324",2024-04-03 22:15:00,0.01,17,39455
"325",2024-04-03 22:30:00,0.09,17,39455
"326",2024-04-03 22:45:00,0.02,17,39455
"327",2024-04-03 23:00:00,0.03,17,39455
"328",2024-04-03 23:15:00,0.01,17,39455
"329",2024-04-03 23:45:00,0.05,17,39455
"330",2024-04-04,0.04,17,39455
"331",2024-04-04 00:15:00,0.01,17,39455
"332",2024-04-04 00:30:00,0.01,17,39455
"333",2024-04-04 01:00:00,0.01,17,39455
"334",2024-04-04 01:15:00,0.01,17,39455
"335",2024-04-04 01:30:00,0.01,17,39455
"336",2024-04-04 15:30:00,0.01,17,NA
"337",2024-04-04 15:45:00,0.04,17,NA
"338",2024-04-04 16:15:00,0.01,17,NA
"339",2024-04-11 15:15:00,0.004,17,39456
"340",2024-04-11 17:15:00,0.001,17,39456
"341",2024-04-11 17:30:00,0.005,17,39456
"342",2024-04-11 19:45:00,0.012,17,39456
"343",2024-04-11 20:00:00,0.001,17,39456
"344",2024-04-11 20:15:00,0.013,17,39456
"345",2024-04-11 20:30:00,0.006,17,39456
"346",2024-04-11 22:00:00,0.012,17,39456
"347",2024-04-11 22:15:00,0.007,17,39456
"348",2024-04-11 22:30:00,0.003,17,39456
"349",2024-04-11 23:00:00,0.004,17,39456
"350",2024-04-11 23:15:00,0.041,17,39456
"351",2024-04-11 23:30:00,0.002,17,39456
"352",2024-04-11 23:45:00,0.035,17,39456
"353",2024-04-12,0.006,17,39456
"354",2024-04-12 00:15:00,0.011,17,39456
"355",2024-04-12 00:30:00,0.008,17,39456
"356",2024-04-12 00:45:00,0.005,17,39456
"357",2024-04-12 01:00:00,0.009,17,39456
"358",2024-04-12 01:45:00,0.006,17,39456
"359",2024-04-12 02:00:00,0.062,17,39456
"360",2024-04-12 02:15:00,0.056,17,39456
"361",2024-04-12 02:30:00,0.001,17,39456
"362",2024-04-12 06:45:00,0.001,17,39456
"363",2024-04-12 07:15:00,0.001,17,39456
"364",2024-04-12 07:30:00,0.005,17,39456
"365",2024-04-12 07:45:00,0.029,17,39456
"366",2024-04-12 08:00:00,0.017,17,39456
"367",2024-04-12 08:15:00,0.12,17,39456
"368",2024-04-12 08:30:00,0.023,17,39456
"369",2024-04-12 08:45:00,0.008,17,39456
"370",2024-04-12 09:00:00,0.023,17,39456
"371",2024-04-12 09:15:00,0.006,17,39456
"372",2024-04-12 09:30:00,0.061,17,39456
"373",2024-04-12 09:45:00,0.063,17,39456
"374",2024-04-12 11:00:00,0.004,17,39456
"375",2024-04-12 11:15:00,0.008,17,39456
"376",2024-04-12 11:30:00,0.005,17,39456
"377",2024-04-12 11:45:00,0.008,17,39456
"378",2024-04-13 02:15:00,0.019,17,NA
"379",2024-04-13 02:30:00,0.003,17,NA
"380",2024-04-13 02:45:00,0.007,17,NA
"381",2024-04-13 03:45:00,0.007,17,NA
"382",2024-04-13 04:00:00,0.005,17,NA
"383",2024-04-13 04:15:00,0.008,17,NA
"384",2024-04-13 04:30:00,0.021,17,NA
"385",2024-04-13 04:45:00,0.016,17,NA
"386",2024-04-13 05:45:00,0.007,17,NA
"387",2024-04-14 20:30:00,0.003,17,NA
"388",2024-04-14 20:45:00,0.01,17,NA
"389",2024-04-14 21:00:00,0.008,17,NA
"390",2024-04-14 23:45:00,0.009,17,NA
"391",2024-04-15,0.012,17,NA
"392",2024-04-15 00:15:00,0.011,17,NA
"393",2024-04-15 00:30:00,0.003,17,NA
"394",2024-04-15 16:45:00,0.004,17,NA
"395",2024-04-17 12:30:00,0.02,17,NA
"396",2024-04-17 12:45:00,0.02,17,NA
"397",2024-04-17 13:15:00,0.01,17,NA
"398",2024-04-17 13:30:00,0.01,17,NA
"399",2024-04-20 04:30:00,0.02,17,39457
"400",2024-04-20 04:45:00,0.04,17,39457
"401",2024-04-20 05:00:00,0.02,17,39457
"402",2024-04-20 05:15:00,0.04,17,39457
"403",2024-04-20 05:30:00,0.03,17,39457
"404",2024-04-20 07:00:00,0.01,17,39457
"405",2024-04-28,0.02,17,NA
"406",2024-04-28 00:15:00,0.02,17,NA
"407",2024-04-28 00:45:00,0.01,17,NA
"408",2024-04-30 23:45:00,0.01,17,NA
"409",2024-05-01,0.01,17,NA
"410",2024-05-04 14:00:00,0.01,17,39458
"411",2024-05-04 14:15:00,0.02,17,39458
"412",2024-05-04 14:30:00,0.01,17,39458
"413",2024-05-04 14:45:00,0.01,17,39458
"414",2024-05-04 16:00:00,0.01,17,39458
"415",2024-05-04 16:15:00,0.01,17,39458
"416",2024-05-04 17:00:00,0.01,17,39458
"417",2024-05-04 17:30:00,0.02,17,39458
"418",2024-05-04 18:45:00,0.01,17,39458
"419",2024-05-04 19:15:00,0.01,17,39458
"420",2024-05-04 19:45:00,0.01,17,39458
"421",2024-05-04 20:30:00,0.01,17,39458
"422",2024-05-04 21:00:00,0.01,17,39458
"423",2024-05-04 21:15:00,0.01,17,39458
"424",2024-05-04 21:30:00,0.01,17,39458
"425",2024-05-04 21:45:00,0.01,17,39458
"426",2024-05-04 22:00:00,0.01,17,39458
"427",2024-05-04 22:15:00,0.02,17,39458
"428",2024-05-04 22:30:00,0.01,17,39458
"429",2024-05-04 22:45:00,0.01,17,39458
"430",2024-05-05 07:15:00,0.01,17,39459
"431",2024-05-05 10:15:00,0.01,17,39459
"432",2024-05-05 10:45:00,0.01,17,39459
"433",2024-05-05 12:00:00,0.01,17,39459
"434",2024-05-05 12:15:00,0.01,17,39459
"435",2024-05-05 12:30:00,0.01,17,39459
"436",2024-05-05 12:45:00,0.02,17,39459
"437",2024-05-05 13:45:00,0.01,17,39459
"438",2024-05-05 14:00:00,0.01,17,39459
"439",2024-05-05 14:15:00,0.01,17,39459
"440",2024-05-08 06:15:00,0.05,17,NA
"441",2024-05-08 06:30:00,0.02,17,NA
"442",2024-05-09 20:15:00,0.01,17,39460
"443",2024-05-09 20:30:00,0.01,17,39460
"444",2024-05-09 20:45:00,0.01,17,39460
"445",2024-05-10 00:30:00,0.01,17,39460
"446",2024-05-10 00:45:00,0.01,17,39460
"447",2024-05-10 01:00:00,0.02,17,39460
"448",2024-05-10 01:15:00,0.04,17,39460
"449",2024-05-10 01:30:00,0.01,17,39460
"450",2024-05-10 01:45:00,0.01,17,39460
"451",2024-05-10 03:45:00,0.01,17,39460
"452",2024-05-10 04:15:00,0.01,17,39460
"453",2024-05-10 06:15:00,0.01,17,39460
"454",2024-05-10 07:45:00,0.01,17,39460
"455",2024-05-10 10:00:00,0.02,17,39460
"456",2024-05-10 10:15:00,0.01,17,39460
"457",2024-05-10 10:30:00,0.01,17,39460
"458",2024-05-10 10:45:00,0.01,17,39460
"459",2024-05-10 11:00:00,0.01,17,39460
"460",2024-05-10 12:15:00,0.01,17,39460
"461",2024-05-10 13:45:00,0.01,17,39460
"462",2024-05-10 14:15:00,0.04,17,39460
"463",2024-05-10 14:30:00,0.01,17,39460
"464",2024-05-10 15:45:00,0.01,17,39460
"465",2024-05-10 17:15:00,0.01,17,39460
"466",2024-05-12 02:45:00,0.01,17,39461
"467",2024-05-12 03:15:00,0.02,17,39461
"468",2024-05-12 03:30:00,0.02,17,39461
"469",2024-05-12 03:45:00,0.03,17,39461
"470",2024-05-12 04:00:00,0.01,17,39461
"471",2024-05-12 04:30:00,0.01,17,39461
"472",2024-05-12 08:45:00,0.01,17,39461
"473",2024-05-12 10:30:00,0.01,17,39461
"474",2024-05-12 10:45:00,0.02,17,39461
"475",2024-05-12 11:00:00,0.02,17,39461
"476",2024-05-12 11:15:00,0.01,17,39461
"477",2024-05-14 18:45:00,0.01,17,39462
"478",2024-05-14 20:15:00,0.02,17,39462
"479",2024-05-14 20:30:00,0.01,17,39462
"480",2024-05-14 20:45:00,0.01,17,39462
"481",2024-05-14 22:45:00,0.01,17,39462
"482",2024-05-14 23:15:00,0.01,17,39462
"483",2024-05-14 23:30:00,0.01,17,39462
"484",2024-05-15 00:30:00,0.01,17,39462
"485",2024-05-15 01:45:00,0.01,17,39462
"486",2024-05-15 02:15:00,0.01,17,39462
"487",2024-05-15 02:30:00,0.01,17,39462
"488",2024-05-15 03:30:00,0.02,17,39462
"489",2024-05-15 03:45:00,0.02,17,39462
"490",2024-05-15 04:00:00,0.01,17,39462
"491",2024-05-15 04:15:00,0.01,17,39462
"492",2024-05-15 05:00:00,0.01,17,39462
"493",2024-05-15 05:15:00,0.01,17,39462
"494",2024-05-15 06:00:00,0.01,17,39462
"495",2024-05-15 07:00:00,0.01,17,39462
"496",2024-05-15 07:30:00,0.01,17,39462
"497",2024-05-15 07:45:00,0.02,17,39462
"498",2024-05-15 08:00:00,0.01,17,39462
"499",2024-05-15 08:15:00,0.01,17,39462
"500",2024-05-15 08:30:00,0.01,17,39462
"501",2024-05-15 12:15:00,0.01,17,39462
"502",2024-05-15 17:45:00,0.02,17,39462
"503",2024-05-15 18:15:00,0.04,17,39462
"504",2024-05-15 18:45:00,0.01,17,39462
"505",2024-05-18 11:45:00,0.01,17,39463
"506",2024-05-18 12:15:00,0.01,17,39463
"507",2024-05-18 13:00:00,0.01,17,39463
"508",2024-05-18 13:30:00,0.02,17,39463
"509",2024-05-18 13:45:00,0.01,17,39463
"510",2024-05-18 14:00:00,0.02,17,39463
"511",2024-05-18 14:15:00,0.02,17,39463
"512",2024-05-18 14:45:00,0.01,17,39463
"513",2024-05-18 15:15:00,0.01,17,39463
"514",2024-05-18 15:45:00,0.01,17,39463
"515",2024-05-18 16:00:00,0.01,17,39463
"516",2024-05-18 18:45:00,0.01,17,39463
"517",2024-05-18 19:30:00,0.01,17,39463
"518",2024-05-23 07:30:00,0.01,17,NA
"519",2024-05-23 07:45:00,0.06,17,NA
"520",2024-05-27 11:30:00,0.04,17,39464
"521",2024-05-27 11:45:00,0.01,17,39464
"522",2024-05-27 12:00:00,0.04,17,39464
"523",2024-05-27 12:15:00,0.18,17,39464
"524",2024-05-27 12:30:00,0.01,17,39464
"525",2024-05-27 12:45:00,0.02,17,39464
"526",2024-05-27 13:00:00,0.03,17,39464
"527",2024-05-27 13:15:00,0.05,17,39464
"528",2024-05-27 13:30:00,0.01,17,39464
"529",2024-05-27 14:45:00,0.01,17,39464
"530",2024-05-27 17:15:00,0.01,17,39464
"531",2024-05-29 18:30:00,0.01,17,NA
"532",2024-05-29 20:15:00,0.01,17,NA
"533",2024-05-29 20:45:00,0.01,17,NA
"534",2024-05-29 21:00:00,0.01,17,NA
"535",2024-06-05 19:30:00,0.01,17,39465
"536",2024-06-05 21:15:00,0.02,17,39465
"537",2024-06-05 21:30:00,0.03,17,39465
"538",2024-06-05 21:45:00,0.04,17,39465
"539",2024-06-05 22:00:00,0.07,17,39465
"540",2024-06-05 22:15:00,0.06,17,39465
"541",2024-06-05 22:30:00,0.12,17,39465
"542",2024-06-05 22:45:00,0.29,17,39465
"543",2024-06-05 23:00:00,0.07,17,39465
"544",2024-06-05 23:15:00,0.03,17,39465
"545",2024-06-05 23:45:00,0.01,17,39465
"546",2024-06-06,0.06,17,39465
"547",2024-06-06 00:15:00,0.01,17,39465
"548",2024-06-09 10:15:00,0.01,17,NA
"549",2024-06-14 16:30:00,0.12,17,39466
"550",2024-06-14 16:45:00,0.21,17,39466
"551",2024-06-14 17:00:00,0.03,17,39466
"552",2024-06-14 17:15:00,0.1,17,39466
"553",2024-06-14 17:30:00,0.06,17,39466
"554",2024-06-22 14:00:00,0.05,17,39467
"555",2024-06-22 14:15:00,0.19,17,39467
"556",2024-06-22 14:30:00,0.06,17,39467
"557",2024-06-23 17:15:00,0.22,17,39468
"558",2024-06-23 17:30:00,0.01,17,39468
"559",2024-06-26 23:30:00,0.02,17,39469
